realDonaldTrump_tweet,realDonaldTrump_date,JustinTrudeau_tweet,JustinTrudeau_date
"Since my election, many trillions of dollars of worth has been created for our Country, and the Stock Market is up over 50%. If you followed the advice of the Failing New York Times columnist, Paul Krugman, you’d be doing VERY poorly - you’d be angry and hurt. He never got it!",2019-09-02,Good luck to the @TorontoArrows on their first ever playoff game tonight. The only Canadian team in the @usmlr making us proud! #ArrowsUp,2019-06-09
"....adds up to the most ambitious Pro-Worker policy agenda this Country has ever seen. The President promised Jobs, Jobs, Jobs, and that is exactly what he is delivering.” @SteveHiltonx @NextRevFNC @FoxNews",2019-09-02,Bonne chance aux @TorontoArrows à l’occasion de leur tout premier match des séries éliminatoires ce soir. La seule équipe canadienne de l’@usmlr nous rend fiers! #ArrowsUp,2019-06-09
"“When you put everything together, the pro growth Tax & Regulation Cuts, help to retrain workers, the Tariffs which encourage manufacturers to come back to America, along with President Trumps tough approach on immigration (strong stance on illegals, promoting Merit Based), it...",2019-09-02,"Our dedicated public servants work hard every day to deliver real results for Canadians. This week, we thank you for strengthening our communities and our country.",2019-06-09
".....this (Judge Thomas Ambro, Majotity Opinion), and thank God for a President like Donald J. Trump, who will appoint judges like this. He will soon have appointed 180 new Federal Judges, not even including two great new Supreme Court Justices.” @robertjeffress @LouDobbs",2019-09-02,"Nos fonctionnaires dévoués travaillent fort chaque jour pour obtenir des résultats concrets pour les Canadiens. Cette semaine, nous vous remercions de renforcer nos communautés et notre pays.",2019-06-09
"“We hold that legislative prayer is government speech not open to attack via those channels.” Third Circuit, Court of Appeals. “Lou, that’s why this next Election is so important, the soul of America. They want to take religion out of American lives. Thank God for judges like....",2019-09-02,"Through our historic Oceans Protection Plan, we’ve made progress on keeping our waters safe and our coasts clean. Learn more about it here: https://bit.ly/2QYIlZQ #WorldOceansDay",2019-06-08
"Pray for the people in the Bahamas. Being hit like never before, Category 5. Almost 200 MPH winds.",2019-09-01,"Grâce à notre Plan de protection des océans sans précédent, on a fait des progrès pour assurer la sécurité de nos eaux et la propreté de nos côtes. Pour en savoir plus : https://bit.ly/2WUVU1J #JournéeMondialeDesOcéans",2019-06-08
"Great job by Texas Law Enforcement and First Responders in handling the terrible shooting tragedy yesterday. Thank you also to the FBI, @GregAbbott_TX and all others. A very tough and sad situation!",2019-09-01,"Our coasts are home to our fisheries, attract tourism, support communities, and play a key role in growing the Canadian economy. For all this and more, we need to protect them – and our Oceans Protection Plan is doing just that. #WorldOceansDay",2019-06-08
"In addition to Florida - South Carolina, North Carolina, Georgia, and Alabama, will most likely be hit (much) harder than anticipated. Looking like one of the largest hurricanes ever. Already category 5. BE CAREFUL! GOD BLESS EVERYONE!",2019-09-01,"Nos côtes abritent les ressources des pêches, attirent le tourisme, appuient les communautés et jouent un rôle clé dans la croissance de l’économie canadienne. On doit les protéger – et c'est exactement ce que fait notre Plan de protection des océans. #JournéeMondialeDesOcéans",2019-06-08
This is only the beginning!,2019-09-01,"Oceans are essential to our way of life, and we all share the responsibility to keep them healthy. Today and every day, let’s do our part to protect our oceans, coasts, and seas. #WorldOceansDay",2019-06-08
"I have not forgotten that when it was announced that I was going to do The Apprentice, and when it then became a big hit, helping NBC’s failed lineup greatly, @DebraMessing came up to me at an Upfront &amp; profusely thanked me, even calling me “Sir.” How times have changed!",2019-09-01,"Les océans sont essentiels à notre mode de vie, et on a tous la responsabilité de les garder en santé. Aujourd'hui et chaque jour, on doit contribuer à protéger nos océans, nos côtes et nos mers. #JournéeMondialeDesOcéans",2019-06-08
“Comey and McCabe (and more) are Dirty Cops.” Joe DiGenova,2019-09-01,"3 down, 1 to go. Bring it home, @Raptors. #WeTheNorth",2019-06-08
"....reports are coming. Comey very vulnerable. But where is the Supreme Court. Where is Justice Roberts? If you lie to a court, you should be held in contempt. So, if you abused the FISA, you must be held accountable. I hope Justice Roberts will take action.” Jason Chaffetz, Fox",2019-09-01,"3 matchs de gagnés, 1 qui reste. Gagnez la finale, les @Raptors. #WeTheNorth",2019-06-08
"“James Comey has been rebuked at the highest level, with much more to come. An IG Report doesn’t get any stronger, calling him dangerous, insubordinate. THANK GOODNESS THAT DONALD TRUMP WAS ELECTED, BECAUSE IF HE WASN’T ELECTED, THESE PEOPLE WOULD STILL BE IN POWER. Two more.....",2019-09-01,"We’re with you tonight, @Raptors. #Game4 #WeTheNorth",2019-06-08
....is about American Freedom. Redirect the supply chain. There is no reason to buy everything from China!,2019-09-01,"On est avec vous ce soir, les @Raptors. #Match4 #WeTheNorth",2019-06-08
"Peter Morici, Economist: Tariffs will not impact American consumers that much because the Chinese currency has gone down, which gives our importers a discount. Importers can find suppliers outside of China. Absolutely worth it, we don’t want to be servants to the Chinese! This...",2019-09-01,"The @OIFfrancophonie Secretary-General, @LMushikiwabo will visit Canada from June 9 to 12. I’m looking forward to discussing how we can work together to protect and promote our French language and francophone cultures. More on her visit here:",2019-06-07
Just briefed by Attorney General Barr about the shootings in Texas. FBI and Law Enforcement is fully engaged. More to follow.,2019-08-31,"La secrétaire générale de la @OIFfrancophonie, @LMushikiwabo, sera de passage au Canada du 9 au 12 juin. J’ai hâte de parler avec elle de la protection et de la promotion de la langue française et des cultures francophones. Plus d’info sur sa visite:",2019-06-07
"“The vindication belongs to the President for firing James Comey. It was clearly the right thing to do. You don’t want an FBI Director with Jim Comey’s ethics.” Jason Riley, Wall Street Journal",2019-08-31,"#ThePowerOf Natasha is clear – she’s a leader today, who’s pushing us to do more for women &amp; girls around the world. I heard you, @TashaWangMwansa. Watch her passionate call for action that brought me to my feet at #WD2019:",2019-06-07
"Enjoy the low gas prices over the Labor Day weekend! My energy policies have made America energy independent while keeping prices low, just like a Tax Cut. The Democrats “green” policies will raise your price of gas!",2019-08-31,"Le pouvoir de Natasha est évident – c’est une leader d’aujourd'hui qui nous pousse à en faire plus pour les femmes et les filles dans le monde. Je t’ai entendu, @TashaWangMwansa. Regardez son appel à l’action passionné qui m’a tant impressionné à la #WD2019 :",2019-06-07
"....but now we are moving forward like never before. We are winning again, and we are respected again!",2019-08-31,"Our plan is working: 1 million new jobs since 2015, a growing economy, and the lowest unemployment rate on record. There’s more work to do, and we’ll keep investing in you to make it possible.",2019-06-07
"Being scolded by failed former “Intelligence” officials, like James Clapper, on my condolences to Iran on their failed Rocket launch. Sadly for the United States, guys like him, Comey, and the even dumber John Brennan, don’t have a clue. They really set our Country back,....",2019-08-31,"Notre plan fonctionne : 1 million de nouveaux emplois depuis 2015, une économie en croissance et le plus bas taux de chômage jamais enregistré. Il reste encore du travail à faire, et on continuera d’investir en vous pour réussir à le faire.",2019-06-07
